reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_72.png,reshaped_warwick/segments_train/train_72_anno.png
reshaped_warwick/images_train/train_64.png,reshaped_warwick/segments_train/train_64_anno.png
reshaped_warwick/images_train/train_18.png,reshaped_warwick/segments_train/train_18_anno.png
reshaped_warwick/images_train/train_27.png,reshaped_warwick/segments_train/train_27_anno.png
reshaped_warwick/images_train/train_26.png,reshaped_warwick/segments_train/train_26_anno.png
reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_55.png,reshaped_warwick/segments_train/train_55_anno.png
reshaped_warwick/images_train/train_48.png,reshaped_warwick/segments_train/train_48_anno.png
reshaped_warwick/images_train/train_84.png,reshaped_warwick/segments_train/train_84_anno.png
reshaped_warwick/images_train/train_84.png,reshaped_warwick/segments_train/train_84_anno.png
reshaped_warwick/images_train/train_64.png,reshaped_warwick/segments_train/train_64_anno.png
reshaped_warwick/images_train/train_48.png,reshaped_warwick/segments_train/train_48_anno.png
reshaped_warwick/images_train/train_54.png,reshaped_warwick/segments_train/train_54_anno.png
reshaped_warwick/images_train/train_10.png,reshaped_warwick/segments_train/train_10_anno.png
reshaped_warwick/images_train/train_9.png,reshaped_warwick/segments_train/train_9_anno.png
reshaped_warwick/images_train/train_1.png,reshaped_warwick/segments_train/train_1_anno.png
reshaped_warwick/images_train/train_65.png,reshaped_warwick/segments_train/train_65_anno.png
reshaped_warwick/images_train/train_10.png,reshaped_warwick/segments_train/train_10_anno.png
reshaped_warwick/images_train/train_41.png,reshaped_warwick/segments_train/train_41_anno.png
reshaped_warwick/images_train/train_52.png,reshaped_warwick/segments_train/train_52_anno.png
reshaped_warwick/images_train/train_41.png,reshaped_warwick/segments_train/train_41_anno.png
reshaped_warwick/images_train/train_5.png,reshaped_warwick/segments_train/train_5_anno.png
reshaped_warwick/images_train/train_27.png,reshaped_warwick/segments_train/train_27_anno.png
reshaped_warwick/images_train/train_8.png,reshaped_warwick/segments_train/train_8_anno.png
reshaped_warwick/images_train/train_24.png,reshaped_warwick/segments_train/train_24_anno.png
reshaped_warwick/images_train/train_54.png,reshaped_warwick/segments_train/train_54_anno.png
reshaped_warwick/images_train/train_3.png,reshaped_warwick/segments_train/train_3_anno.png
reshaped_warwick/images_train/train_18.png,reshaped_warwick/segments_train/train_18_anno.png
reshaped_warwick/images_train/train_54.png,reshaped_warwick/segments_train/train_54_anno.png
reshaped_warwick/images_train/train_19.png,reshaped_warwick/segments_train/train_19_anno.png
reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_33.png,reshaped_warwick/segments_train/train_33_anno.png
reshaped_warwick/images_train/train_2.png,reshaped_warwick/segments_train/train_2_anno.png
reshaped_warwick/images_train/train_2.png,reshaped_warwick/segments_train/train_2_anno.png
reshaped_warwick/images_train/train_15.png,reshaped_warwick/segments_train/train_15_anno.png
reshaped_warwick/images_train/train_64.png,reshaped_warwick/segments_train/train_64_anno.png
reshaped_warwick/images_train/train_65.png,reshaped_warwick/segments_train/train_65_anno.png
reshaped_warwick/images_train/train_67.png,reshaped_warwick/segments_train/train_67_anno.png
