reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_76.png,reshaped_warwick/segments_train/train_76_anno.png
reshaped_warwick/images_train/train_72.png,reshaped_warwick/segments_train/train_72_anno.png
reshaped_warwick/images_train/train_24.png,reshaped_warwick/segments_train/train_24_anno.png
reshaped_warwick/images_train/train_15.png,reshaped_warwick/segments_train/train_15_anno.png
reshaped_warwick/images_train/train_64.png,reshaped_warwick/segments_train/train_64_anno.png
reshaped_warwick/images_train/train_1.png,reshaped_warwick/segments_train/train_1_anno.png
reshaped_warwick/images_train/train_19.png,reshaped_warwick/segments_train/train_19_anno.png
reshaped_warwick/images_train/train_45.png,reshaped_warwick/segments_train/train_45_anno.png
reshaped_warwick/images_train/train_67.png,reshaped_warwick/segments_train/train_67_anno.png
reshaped_warwick/images_train/train_55.png,reshaped_warwick/segments_train/train_55_anno.png
reshaped_warwick/images_train/train_63.png,reshaped_warwick/segments_train/train_63_anno.png
reshaped_warwick/images_train/train_63.png,reshaped_warwick/segments_train/train_63_anno.png
reshaped_warwick/images_train/train_17.png,reshaped_warwick/segments_train/train_17_anno.png
reshaped_warwick/images_train/train_56.png,reshaped_warwick/segments_train/train_56_anno.png
reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_84.png,reshaped_warwick/segments_train/train_84_anno.png
reshaped_warwick/images_train/train_56.png,reshaped_warwick/segments_train/train_56_anno.png
reshaped_warwick/images_train/train_72.png,reshaped_warwick/segments_train/train_72_anno.png
reshaped_warwick/images_train/train_39.png,reshaped_warwick/segments_train/train_39_anno.png
reshaped_warwick/images_train/train_47.png,reshaped_warwick/segments_train/train_47_anno.png
reshaped_warwick/images_train/train_3.png,reshaped_warwick/segments_train/train_3_anno.png
reshaped_warwick/images_train/train_85.png,reshaped_warwick/segments_train/train_85_anno.png
reshaped_warwick/images_train/train_2.png,reshaped_warwick/segments_train/train_2_anno.png
reshaped_warwick/images_train/train_8.png,reshaped_warwick/segments_train/train_8_anno.png
reshaped_warwick/images_train/train_5.png,reshaped_warwick/segments_train/train_5_anno.png
reshaped_warwick/images_train/train_20.png,reshaped_warwick/segments_train/train_20_anno.png
reshaped_warwick/images_train/train_3.png,reshaped_warwick/segments_train/train_3_anno.png
reshaped_warwick/images_train/train_7.png,reshaped_warwick/segments_train/train_7_anno.png
reshaped_warwick/images_train/train_48.png,reshaped_warwick/segments_train/train_48_anno.png
reshaped_warwick/images_train/train_25.png,reshaped_warwick/segments_train/train_25_anno.png
reshaped_warwick/images_train/train_67.png,reshaped_warwick/segments_train/train_67_anno.png
reshaped_warwick/images_train/train_63.png,reshaped_warwick/segments_train/train_63_anno.png
reshaped_warwick/images_train/train_54.png,reshaped_warwick/segments_train/train_54_anno.png
reshaped_warwick/images_train/train_77.png,reshaped_warwick/segments_train/train_77_anno.png
reshaped_warwick/images_train/train_25.png,reshaped_warwick/segments_train/train_25_anno.png
reshaped_warwick/images_train/train_45.png,reshaped_warwick/segments_train/train_45_anno.png
reshaped_warwick/images_train/train_19.png,reshaped_warwick/segments_train/train_19_anno.png
reshaped_warwick/images_train/train_15.png,reshaped_warwick/segments_train/train_15_anno.png
reshaped_warwick/images_train/train_39.png,reshaped_warwick/segments_train/train_39_anno.png
